tt0000172,2,nm0338379,actor,\N,"[""Professor""]"
tt0000172,3,nm0808310,director,\N,\N
tt0000173,1,nm0085865,director,\N,\N
tt0000174,1,nm0841389,actor,\N,"[""Sausage Vendor""]"
tt0000174,2,nm1024447,actor,\N,"[""Sticker""]"
tt0000174,3,nm0471818,director,\N,\N
tt0000175,1,nm0795060,director,\N,\N
tt0000177,1,nm0085865,actor,\N,"[""The Burglar""]"
tt0000177,2,nm0807236,cinematographer,\N,\N
tt0000178,1,nm0692105,director,\N,\N
tt0000179,1,nm0617588,director,\N,\N
tt0000180,1,nm0349785,director,\N,\N
tt0000181,1,nm0809419,actress,\N,"[""Cinderella""]"
tt0000181,2,nm0808310,director,\N,\N
tt0000181,3,nm0674518,writer,"story ""Cendrillon""",\N
tt0000183,1,nm0808310,director,\N,\N
tt0000183,2,nm0241416,writer,novel,\N
tt0000184,1,nm0924920,director,\N,\N
tt0000185,1,nm0349785,director,\N,\N
tt0000186,1,nm0617588,director,\N,\N
tt0000187,1,nm0349785,director,\N,\N
tt0000189,1,nm0005717,director,\N,\N
tt0000190,1,nm0841389,actor,\N,"[""Old Philanderer""]"
tt0000190,2,nm1024447,actor,\N,"[""Man with Broom""]"
tt0000190,3,nm0471818,director,\N,\N
tt0000191,1,nm0349785,director,\N,\N
tt0000192,1,nm0518132,self,\N,"[""Self""]"
tt0000192,2,nm0924920,director,\N,\N
tt0000192,3,nm0238900,writer,"novel ""Trilby""",\N
tt0000193,1,nm0349785,director,\N,\N
tt0000194,1,nm0378408,director,\N,\N
tt0000195,1,nm0349785,director,\N,\N
tt0000196,1,nm0808310,director,\N,\N
tt0000196,2,nm0324473,writer,novel,\N
tt0000197,1,nm0349785,director,\N,\N
tt0000198,1,nm0349785,director,\N,\N
tt0000200,1,nm1380868,self,\N,"[""Self""]"
